spkid,full_name,a,e,i,om,w,q,ad,per_y,H,rot_per,spec_B,spec_T,n,per,class,producer,first_obs,diameter
2004759,  4759 Aretta (1978 VG10),3.1874485,0.1752735,0.80142,142.67425,205.35559,2.6287732,3.7461238,5.6907953,11.9,,,,0.17319658,2078.562983,MBA,MPCLINUX,1977-??-??,15.64
2004768,  4768 Hartley (1988 PH1),3.1775353,0.2354213,20.06877,320.50204,26.88499,2.4294758,3.9255948,5.664267884,11.3,22.08,,,0.17400771,2068.873845,MBA,MPCLINUX,1981-??-??,36.63
2004772,  4772 (1989 VM),3.1639465,0.0692732,11.51267,209.94169,187.60135,2.9447698,3.3831232,5.627971663,11.8,,,,0.17512993,2055.61665,MBA,MPCLINUX,1971-??-??,28.68
2004783,  4783 Wasson (1983 AH1),2.555088,0.2048385,16.56964,109.29492,357.8259,2.0317076,3.0784684,4.084294014,13.7,,,,0.24132109,1491.788389,MBA,MPCLINUX,1983-??-??,11.34
2004790,  4790 Petrpravec (1988 PP),2.6261108,0.0855744,12.72353,131.52418,85.63441,2.4013829,2.8508387,4.255766303,11.8,,,,0.23159784,1554.418642,MBA,MPCLINUX,1978-??-??,17.62
2004812,  4812 Hakuhou (1977 DL3),2.3678955,0.2080148,4.67509,3.72566,73.39311,1.8753382,2.8604528,3.643778683,14.4,,,,0.27049565,1330.890164,MBA,MPCLINUX,1950-??-??,7.28
2004813,  4813 Terebizh (1977 RR7),3.1211066,0.1023396,11.8601,20.96737,296.46239,2.8016938,3.4405194,5.514055198,12,,,,0.17874799,2014.008661,MBA,MPCLINUX,1977-??-??,29.99
2004831,  4831 Baldwin (1988 RX11),3.090202,0.1139171,0.26457,65.76631,145.77428,2.7381751,3.4422289,5.432359494,12.4,,,,0.18143613,1984.169305,MBA,MPCLINUX,1951-??-??,35.18
2004837,  4837 Bickerton (1989 ME),3.1967002,0.1323398,28.2246,327.23181,43.68785,2.7736495,3.6197509,5.715589966,11.6,,,,0.17244524,2087.619235,MBA,MPCLINUX,1978-??-??,24.16
2004840,  4840 Otaynang (1989 UY),3.1852635,0.1014196,15.17226,247.49161,194.71169,2.8622153,3.5083117,5.684944811,11.9,,,,0.17337482,2076.426092,MBA,MPCLINUX,1955-??-??,27.78
2004843,  4843 Megantic (1990 DR4),3.0892374,0.1223622,11.00825,162.65412,220.76513,2.7112315,3.4672433,5.429816009,11,,,,0.18152112,1983.240297,MBA,MPCLINUX,1908-??-??,26.02
2004870,  4870 Shcherban'' (1989 UK8),3.216474,0.080648,9.74394,83.56642,347.57713,2.9570718,3.4758762,5.768704322,11.3,,,,0.17085748,2107.019254,OMB,MPCLINUX,1931-??-??,25.29
2004874,  4874 Burke (1991 AW),2.6030939,0.1225116,14.65348,127.60151,325.35024,2.2841847,2.9220031,4.199938696,12,3.657,,,0.23467635,1534.027609,MBA,MPCLINUX,1950-??-??,18.5
2004889,  4889 Praetorius (1982 UW3),3.0956814,0.192469,13.94424,185.90663,275.16817,2.4998587,3.6915041,5.446814394,11.9,,,,0.18095463,1989.448958,MBA,MPCLINUX,1979-??-??,18.39
2004896,  4896 Tomoegozen (1986 YA),3.1060048,0.1681103,16.57302,261.41312,96.24094,2.5838534,3.6281562,5.47408307,10.8,8.869,,,0.18005322,1999.408842,MBA,MPCLINUX,1985-??-??,28.9
2004903,  4903 Ichikawa (1989 UD),3.1529562,0.1803302,2.54372,90.80055,251.50687,2.584383,3.7215294,5.598673005,12.1,,,,0.17604641,2044.915315,MBA,MPCLINUX,1953-??-??,18
2004907,  4907 Zoser (7618 P-L),3.1785926,0.0943345,5.99317,136.51854,302.36879,2.8787417,3.4784435,5.667095118,12.1,,,,0.1739209,2069.906492,MBA,MPCLINUX,1960-??-??,21.98
2004911,  4911 Rosenzweig (1953 UD),2.6381092,0.1782626,13.02246,209.95405,157.33389,2.167833,3.1083854,4.284965768,12.5,,,,0.23001964,1565.083747,MBA,MPCLINUX,1953-??-??,14.6
2004918,  4918 Rostropovich (1974 QU1),2.6392441,0.2326162,1.76813,205.42812,195.69459,2.0253132,3.253175,4.287731118,13.2,,,,0.22987129,1566.093791,MBA,MPCLINUX,1974-??-??,11.93
2004930,  4930 Rephiltim (1983 AO2),3.1241769,0.0475706,15.52663,122.30194,358.32615,2.9755579,3.2727959,5.522193844,11,5.243,,,0.17848455,2016.981302,MBA,MPCLINUX,1950-??-??,31.27
2004955,  4955 Gold (1990 SF2),3.1519936,0.1295723,7.43552,89.88873,246.46282,2.7435825,3.5604047,5.596109328,11.3,,,,0.17612706,2043.978932,MBA,MPCLINUX,1984-??-??,29.84
2004958,  4958 Wellnitz (1991 NT1),3.0088597,0.0777662,9.0959,253.1259,218.35085,2.7748721,3.2428473,5.219286164,11.5,,,,0.18884312,1906.344271,MBA,MPCLINUX,1931-??-??,27.61
2004959,  4959 Niinoama (1991 PA1),3.1487869,0.006237,9.00354,128.92434,298.46008,3.1291479,3.1684259,5.587571903,10.8,4.73,,,0.17639617,2040.860638,MBA,MPCLINUX,1950-??-??,27.96
2004966,  4966 Edolsen (1981 EO34),2.6338821,0.209284,9.92397,176.05596,183.37582,2.0826527,3.1851115,4.274671009,13.6,,,,0.2305736,1561.323586,MBA,MPCLINUX,1981-??-??,9.66
2004967,  4967 Glia (1983 CF1),3.1504704,0.0410417,16.98064,125.01153,224.18731,3.0211697,3.2797711,5.592053569,10.7,,,,0.1762548,2042.497566,MBA,MPCLINUX,1958-??-??,29.67
2004973,  4973 Showa (1990 FT),3.4274386,0.0771082,18.89252,353.00103,134.09417,3.163155,3.6917222,6.345454313,11.3,,,,0.15532793,2317.677188,OMB,MPCLINUX,1971-??-??,24.84
2005022,  5022 Roccapalumba (1984 HE1),3.1484315,0.089161,11.05139,223.07776,69.24393,2.8677142,3.4291488,5.586625893,11.7,,,,0.17642604,2040.515108,MBA,MPCLINUX,1930-??-??,33.77
2005024,  5024 Bechmann (1985 VP),3.22717,0.0498914,14.6346,352.60902,119.69058,3.066162,3.388178,5.797502925,11.5,,,,0.17000876,2117.537943,OMB,MPCLINUX,1973-??-??,28.52
2005070,  5070 Arai (1991 XT),3.1105637,0.0690499,6.02499,340.09839,187.59494,2.8957796,3.3253478,5.486139564,11.1,53,,,0.17965753,2003.812476,MBA,MPCLINUX,1951-??-??,28.47
2005079,  5079 Brubeck (1975 DB),2.6436758,0.2035248,10.76901,269.03238,245.92679,2.1056222,3.1817294,4.29853546,12.6,,B,,0.22929351,1570.040077,MBA,MPCLINUX,1975-??-??,16.5
2005081,  5081 Sanguin (1976 WC1),2.3188018,0.1134698,13.19595,83.30216,163.58732,2.0556878,2.5819158,3.531048063,12.1,10.262,Ch,,0.27913137,1289.715305,MBA,MPCLINUX,1968-??-??,15.44
2005084,  5084 Gnedin (1977 FN1),3.147471,0.102359,7.43147,42.03936,116.51782,2.825299,3.469643,5.584069438,11.7,,,,0.17650681,2039.581362,MBA,MPCLINUX,1951-??-??,23.1
2005092,  5092 Manara (1982 FJ),3.1972735,0.0602406,16.09809,359.19071,198.79105,3.0046678,3.3898792,5.717127615,11,,,,0.17239886,2088.180862,MBA,MPCLINUX,1950-??-??,26.34
2005095,  5095 Escalante (1983 NL),2.4311895,0.217405,14.5993,146.87162,187.55475,1.9026367,2.9597423,3.79084845,13.2,,,,0.2600015,1384.607397,MBA,MPCLINUX,1967-??-??,8.78
2005097,  5097 Axford (1983 TW1),2.5978837,0.2265978,3.89086,123.99689,181.49914,2.009209,3.1865584,4.187335455,13.2,,,,0.23538269,1529.424275,MBA,MPCLINUX,1978-??-??,13.02
2005102,  5102 Benfranklin (1986 RD1),2.8001584,0.1964015,8.12328,317.65439,51.7239,2.2502031,3.3501137,4.685782288,12.7,,B,,0.21034402,1711.481981,MBA,MPCLINUX,1939-??-??,18.2
2005105,  5105 Westerhout (1986 TM1),2.5947047,0.1585873,11.6611,226.76212,189.38345,2.1832175,3.0061919,4.179651895,12.6,13.0881,,,0.2358154,1526.617855,MBA,MPCLINUX,1982-??-??,13.58
2005133,  5133 Phillipadams (1990 PA),2.7138423,0.2229123,12.02411,87.67427,280.12419,2.1088935,3.3187911,4.470798667,11.5,6.6645,B,,0.22045866,1632.959213,MBA,MPCLINUX,1953-??-??,25.23
2005140,  5140 Kida (1990 XH),3.1762404,0.1160448,11.42826,163.93968,216.16079,2.8076542,3.5448266,5.660805837,11.4,,,,0.17411413,2067.609332,MBA,MPCLINUX,1950-??-??,26.7
2005153,  5153 (1940 GO),2.6570386,0.1716297,12.80075,90.89586,39.56076,2.2010119,3.1130653,4.331167661,11.2,4.58,,,0.22756595,1581.958988,MBA,MPCLINUX,1940-??-??,28.21
2005176,  5176 Yoichi (1989 AU),2.6866163,0.3107443,7.70471,94.15317,268.40528,1.8517656,3.521467,4.403689436,12.2,,,,0.2238183,1608.447567,MBA,MPCLINUX,1935-??-??,16.56
2005185,  5185 Alerossi (1990 RV2),2.6772298,0.0839714,8.38144,216.50825,217.45235,2.4524191,2.9020405,4.38063096,12.2,,,,0.22499642,1600.025458,MBA,MPCLINUX,1933-??-??,12.86
2005192,  5192 Yabuki (1991 CC),3.195152,0.0868223,14.92148,91.14896,303.033,2.9177416,3.4725624,5.711438336,10.4,,,,0.17257059,2086.102852,MBA,MPCLINUX,1963-??-??,35.57
2005202,  5202 (1983 XX),2.3999782,0.1657506,12.61913,262.6579,160.86509,2.0021804,2.797776,3.718083544,13.2,,,,0.26508987,1358.030015,MBA,MPCLINUX,1979-??-??,10.19
2005222,  5222 Ioffe (1980 TL13),2.7749517,0.1436765,34.56099,220.72782,330.76954,2.3762564,3.173647,4.622653528,11,19.4,B,,0.21321656,1688.424201,MBA,MPCLINUX,1952-??-??,21.92
2005225,  5225 Loral (1983 TS1),3.0789634,0.1890237,2.34644,100.1918,283.43719,2.4969663,3.6609605,5.402751522,12.6,,,,0.18243043,1973.354994,MBA,MPCLINUX,1929-??-??,18.73
2005228,  5228 Maca (1986 VT),3.104743,0.1599733,1.2607,195.88005,128.42559,2.608067,3.601419,5.470747812,12.2,,,,0.18016299,1998.190638,MBA,MPCLINUX,1986-??-??,34.33
2005229,  5229 (1987 DE6),3.1174013,0.1563529,5.71728,312.6128,74.75262,2.6299866,3.604816,5.504238913,11.8,,,,0.17906677,2010.423263,MBA,MPCLINUX,1930-??-??,23.4
2005236,  5236 Yoko (1990 TG3),2.3302159,0.1104444,7.40203,206.26482,198.08393,2.0728566,2.5875752,3.557152153,13,2.768,,,0.27708297,1299.249824,MBA,MPCLINUX,1931-??-??,8.98
2005237,  5237 Yoshikawa (1990 UF3),2.2402641,0.0954406,5.14004,38.2056,145.59398,2.026452,2.4540762,3.353181249,13.2,,,,0.29393767,1224.749451,MBA,MPCLINUX,1931-??-??,13.8
2005249,  5249 Giza (1983 HJ),3.1693458,0.1442577,2.1676,122.93985,56.74423,2.7121433,3.6265483,5.642383863,12.1,,,,0.1746826,2060.880706,MBA,MPCLINUX,1954-??-??,22.23
2005255,  5255 Johnsophie (1988 KF),2.6710506,0.0166806,11.61463,99.62911,124.54742,2.6264959,2.7156053,4.365473601,12.1,,,,0.22577763,1594.489233,MBA,MPCLINUX,1954-??-??,18.8
2005262,  5262 Brucegoldberg (1990 XB1),3.0856788,0.1644274,15.97618,91.10794,93.20584,2.5783087,3.5930489,5.420436609,10.9,16.43,,,0.18183522,1979.814472,MBA,MPCLINUX,1941-??-??,33.25
2005304,  5304 Bazhenov (1978 TA7),2.9816646,0.0703053,8.9792,114.57305,320.66521,2.7720378,3.1912914,5.148685934,12,,,,0.19143259,1880.557537,MBA,MPCLINUX,1976-??-??,18.2
2005316,  5316 Filatov (1982 UB7),3.1597377,0.0217122,14.74186,230.24341,238.04615,3.0911328,3.2283426,5.616745544,11.5,,,,0.17547996,2051.51631,MBA,MPCLINUX,1982-??-??,32.62
2005330,  5330 Senrikyu (1990 BQ1),2.7631742,0.1572998,33.7372,307.70268,21.27559,2.3285275,3.1978209,4.593255529,11.8,14.44,B,,0.2145812,1677.686582,MBA,MPCLINUX,1951-??-??,12.29
2005337,  5337 Aoki (1991 LD),3.2011016,0.0919447,6.43215,237.81441,4.12662,2.9067773,3.4954259,5.727398131,11.5,,,,0.17208971,2091.932167,OMB,MPCLINUX,1951-??-??,32.52
2005358,  5358 (1992 QH),2.8557489,0.1918728,11.08667,335.56118,84.69191,2.3078084,3.4036894,4.826010146,11.5,,,,0.20423212,1762.700206,MBA,MPCLINUX,1951-??-??,14.4
2005374,  5374 Hokutosei (1989 AM1),3.1745449,0.0964985,12.28234,300.03033,250.82641,2.8682061,3.4808837,5.656273713,11.2,6.7592,,,0.17425364,2065.953974,MBA,MPCLINUX,1980-??-??,31.06
2005384,  5384 Changjiangcun (1957 VA),1.9356863,0.1034622,27.09061,48.88075,89.0869,1.7354159,2.1359567,2.693150842,13.8,12.5109,,,0.36597515,983.673345,IMB,MPCLINUX,1953-??-??,8.61
2005399,  5399 Awa (1989 BT),2.8055126,0.1854932,3.73584,270.924,176.35875,2.2851091,3.3259161,4.699228249,11.9,,,,0.20974216,1716.393118,MBA,MPCLINUX,1978-??-??,20.18
2005416,  5416 Estremadoyro (1978 VE5),2.7800427,0.2374827,8.39526,66.72798,285.65735,2.1198307,3.4402547,4.635380704,12.2,,C,,0.21263114,1693.072802,MBA,MPCLINUX,1978-??-??,18.28
2005420,  5420 Jancis (1982 JR1),2.6797359,0.235717,8.68117,85.45928,258.11264,2.0480766,3.3113952,4.386783473,13,,,,0.22468086,1602.272664,MBA,MPCLINUX,1982-??-??,12.35
2005435,  5435 Kameoka (1990 BS1),3.1550071,0.1278551,18.13963,109.18014,358.69112,2.7516234,3.5583908,5.604136553,11.4,,,,0.17587478,2046.910876,MBA,MPCLINUX,1983-??-??,25.7
2005439,  5439 Couturier (1990 RW),3.9526438,0.1582067,1.23304,351.59786,330.55997,3.3273091,4.5779785,7.858500715,11.7,50,,,0.12542167,2870.317386,OMB,MPCLINUX,1951-??-??,32.11
2005443,  5443 Encrenaz (1991 NX1),2.4720025,0.1079479,10.73305,320.33179,232.28662,2.205155,2.73885,3.886704954,12.9,,,,0.25358917,1419.618985,MBA,MPCLINUX,1980-??-??,12.36
2005458,  5458 Aizman (1980 TB12),3.1718674,0.0266084,9.1747,222.41063,120.97588,3.0874691,3.2562657,5.649119176,11.7,,,,0.17447433,2063.340779,MBA,MPCLINUX,1972-??-??,26.49
2005461,  5461 Autumn (1983 HB1),3.1478735,0.1471322,12.89024,112.1303,190.919,2.6847199,3.6110271,5.585140542,11.3,Y,,,0.17647296,2039.972583,MBA,MPCLINUX,1983-??-??,21.6
2005468,  5468 Hamatonbetsu (1988 BK),2.8746521,0.2228328,11.96038,135.0808,69.53867,2.2340853,3.5152189,4.87400679,11.7,42.02,,,0.20222095,1780.23098,MBA,MPCLINUX,1951-??-??,22.21
2005469,  5469 (1988 BK4),3.1224957,0.1451487,19.20184,143.81799,291.51746,2.6692695,3.5757219,5.517736611,13.6,,,,0.17862873,2015.353297,MBA,MPCLINUX,1977-??-??,26.9
2005484,  5484 Inoda (1990 VH1),2.4114185,0.1468358,12.59334,48.45012,110.31917,2.0573359,2.7655011,3.744700611,12.6,14.1479,,,0.26320563,1367.751898,MBA,MPCLINUX,1968-??-??,12.32
2005489,  5489 Oberkochen (1993 BF2),2.6277545,0.1804053,14.00459,102.21471,265.63069,2.1536937,3.1018153,4.259762351,11.5,5.625,,,0.23138058,1555.878199,MBA,MPCLINUX,1952-??-??,11.43
2005495,  5495 Rumyantsev (1972 RY3),3.4130699,0.0457525,9.22769,32.99124,278.99614,3.2569134,3.5692264,6.305593726,11.1,,,,0.15630983,2303.118108,OMB,MPCLINUX,1972-??-??,27.76
2005521,  5521 Morpurgo (1991 PM1),2.5775133,0.1934712,11.16302,90.86099,266.96507,2.0788387,3.0761879,4.138181878,12.4,,,,0.23817858,1511.470931,MBA,MPCLINUX,1952-??-??,9
2005528,  5528 (1992 AJ),3.2466854,0.0426115,16.39951,140.56985,336.28947,3.1083393,3.3850315,5.850170327,10.9,,,,0.16847822,2136.774712,OMB,MPCLINUX,1954-??-??,23.92
2005535,  5535 Annefrank (1942 EM),2.212252953,0.064009467,4.24663483,120.6576349,9.321362433,2.07064782,2.353858086,3.290488502,14.2,15.12,,,0.299537981,1201.850925,MBA,Otto Matic,3/23/42,4.8
2005567,  5567 Durisen (1953 FK1),2.9384368,0.2201683,16.16913,9.06978,308.58754,2.2914862,3.5853874,5.037124979,10.8,7.001,,,0.19567239,1839.809899,MBA,MPCLINUX,1953-??-??,31.64
2005572,  5572 Bliskunov (1978 SS2),3.1385604,0.1554597,8.93232,198.47057,72.51247,2.6506407,3.6264801,5.560373082,12,,,,0.17725902,2030.926268,MBA,MPCLINUX,1971-??-??,20.2
2005576,  5576 Albanese (1986 UM1),2.7595299,0.071359,5.61263,30.90629,70.49216,2.5626126,2.9564472,4.584171409,12.2,,Xk,,0.21500642,1674.368607,MBA,MPCLINUX,1954-??-??,18.49
2005592,  5592 Oshima (1990 VB4),3.1726228,0.0628354,8.51271,232.08103,95.63688,2.9732698,3.3719758,5.651137366,11.5,12.54,,,0.17441202,2064.077923,MBA,MPCLINUX,1955-??-??,25.43
2005603,  5603 Rausudake (1992 CE),3.9686907,0.0638673,4.32948,196.83946,20.00115,3.7152211,4.2221603,7.906405633,10.5,6.79,,,0.12466174,2887.814658,OMB,MPCLINUX,1973-??-??,42.34
2005616,  5616 Vogtland (1987 ST10),2.6303628,0.1970687,3.21362,83.67658,28.74363,2.1120006,3.148725,4.266106366,13.5,,,,0.2310365,1558.19535,MBA,MPCLINUX,1977-??-??,16.43
2005647,  5647 (1990 TZ),2.4245453,0.2683731,21.93769,240.2322,227.70299,1.7738626,3.075228,3.7753192,11.3,6.144,S,,0.26107098,1378.935338,MBA,MPCLINUX,1958-??-??,10.62
2005651,  5651 Traversa (1991 CA2),3.1409164,0.1574054,14.64601,139.11518,229.94591,2.6465192,3.6353136,5.566635346,11.7,,,,0.17705961,2033.21356,MBA,MPCLINUX,1977-??-??,26.88
2005654,  5654 Terni (1993 KG),2.7773574,0.200218,8.81607,13.42996,131.15047,2.2212805,3.3334343,4.628665985,12.1,9.255,,,0.2129396,1690.620251,MBA,MPCLINUX,1956-??-??,19.32
2005661,  5661 Hildebrand (1977 PO1),3.9602731,0.2335817,13.31405,317.13019,1.88852,3.0352258,4.8853204,7.88126446,10.1,13.61,,,0.12505941,2878.631844,OMB,MPCLINUX,1977-??-??,34.37
2005678,  5678 DuBridge (1989 TS),2.7301913,0.2739853,34.09891,48.06044,297.57041,1.982159,3.4782236,4.51125967,12.9,,C,,0.21848139,1647.737595,MBA,MPCLINUX,1953-??-??,30.6
2005697,  5697 Arrhenius (6766 P-L),3.1424202,0.0702703,13.67685,170.55102,116.56722,2.9216014,3.363239,5.570633526,12,,,,0.17693253,2034.673895,MBA,MPCLINUX,1960-??-??,19.7
2005704,  5704 Schumacher (1950 DE),3.2174143,0.1121218,11.59157,151.63098,39.40668,2.856672,3.5781566,5.771233961,11.8,,,,0.17078259,2107.943204,OMB,MPCLINUX,1950-??-??,25.57
2005709,  5709 Tamyeunleung (1977 TS3),3.0804867,0.2508116,4.19808,113.88335,260.59011,2.3078649,3.8531085,5.406761461,12,,,,0.18229513,1974.819624,MBA,MPCLINUX,1977-??-??,18.36
2005711,  5711 Eneev (1978 SO4),3.9383426,0.1626508,6.37196,14.2197,295.89632,3.297768,4.5789172,7.815890285,11.1,30,,,0.12610544,2854.753927,OMB,MPCLINUX,1978-??-??,38.81
2005747,  5747 (1991 CO3),2.3969387,0.2409936,24.62078,282.17024,170.86444,1.8192918,2.9745856,3.711022533,12.5,38.6,,,0.26559426,1355.45098,MBA,MPCLINUX,1977-??-??,8.13
2005757,  5757 Ticha (1967 JN),2.9380413,0.1852346,13.68363,38.27143,243.03493,2.3938144,3.4822682,5.036108092,12,,,,0.1957119,1839.438481,MBA,MPCLINUX,1967-??-??,21.05
2005771,  5771 Somerville (1987 ST1),3.1345302,0.2241546,8.22461,288.5177,101.27667,2.4319108,3.8371496,5.549666606,12.4,9.2,,,0.17760099,2027.015728,MBA,MPCLINUX,1987-??-??,22.83
2005832,  5832 Martaprincipe (1991 LE1),2.6243877,0.1171586,28.2084,110.69769,262.49282,2.3169181,2.9318573,4.251578203,11.6,,,,0.23182598,1552.888939,MBA,MPCLINUX,1984-??-??,18.8
2005833,  5833 Peterson (1991 PQ),3.5024555,0.0311631,19.32779,306.75857,122.10434,3.3933081,3.6116029,6.554916065,10.7,,,,0.15036444,2394.183093,OMB,MPCLINUX,1972-??-??,32.08
2005849,  5849 (1990 HF1),3.1810801,0.0081151,22.53652,129.77573,138.87432,3.1552653,3.2068949,5.67374882,10.2,8.733,,,0.17371694,2072.336757,MBA,MPCLINUX,1984-??-??,28.39
2005852,  5852 Nanette (1991 HO),2.7389543,0.2128284,18.64211,78.56738,178.15729,2.156027,3.3218816,4.532996462,12.3,,,,0.21743372,1655.676958,MBA,MPCLINUX,1953-??-??,24.53
2005889,  5889 Mickiewicz (1979 FA3),3.0440006,0.159292,19.18111,182.12443,40.32608,2.5591157,3.5288855,5.31098778,11.7,,,,0.18558248,1939.838287,MBA,MPCLINUX,1979-??-??,22.55
2005900,  5900 Jensen (1986 TL),3.1482423,0.2157108,9.07013,302.1939,34.99047,2.4691324,3.8273522,5.58612214,12.1,,,,0.17644195,2040.331112,MBA,MPCLINUX,1930-??-??,29.81
2005914,  5914 Kathywhaler (1990 WK),3.5399779,0.0878291,10.37814,73.25435,247.65927,3.2290648,3.850891,6.660533522,10.8,,,,0.14798008,2432.759869,OMB,MPCLINUX,1964-??-??,38.53
2005919,  5919 Patrickmartin (1991 PW12),3.1983847,0.1218975,0.66516,5.8311,188.65333,2.8085096,3.5882598,5.720108462,11.6,,,,0.17230902,2089.269616,MBA,MPCLINUX,1931-??-??,20.45
2005922,  5922 Shouichi (1992 UV),3.0024533,0.1079562,7.86184,232.41113,148.05311,2.6783199,3.3265867,5.202625584,11.8,,,,0.18944786,1900.258995,MBA,MPCLINUX,1950-??-??,24.93
2005924,  5924 Teruo (1994 CH1),2.3461293,0.1091327,4.08943,109.47601,69.82054,2.0900899,2.6021687,3.593652732,13,,,,0.27426865,1312.58166,MBA,MPCLINUX,1944-??-??,12.68
2005957,  5957 Irina (1988 JN),3.2289504,0.1120227,22.88558,150.265,101.83913,2.8672347,3.5906661,5.802301181,12,,,,0.16986817,2119.290506,OMB,MPCLINUX,1988-??-??,15.81
2005959,  5959 Shaklan (1989 NB1),3.1849962,0.1005233,17.86075,135.5222,147.55909,2.8648299,3.5051625,5.684229098,11,,,,0.17339665,2076.164678,MBA,MPCLINUX,1949-??-??,19.94
2006038,  6038 (1989 EQ),3.0516214,0.1886267,8.27925,313.55667,124.22354,2.4760041,3.6272387,5.330944803,12.2,,,,0.18488773,1947.127589,MBA,MPCLINUX,1974-??-??,22.93
2006057,  6057 Robbia (5182 T-3),3.3190147,0.1026588,17.85988,170.93272,187.7867,2.9782886,3.6597408,6.046749176,11.1,,,,0.16300102,2208.575137,OMB,MPCLINUX,1954-??-??,27.43
2006059,  6059 (1979 TA),2.4362029,0.2172418,2.34796,302.27623,52.54053,1.9069578,2.965448,3.802580073,14.5,,,,0.25919935,1388.892372,MBA,MPCLINUX,1979-??-??,8.23
2006106,  6106 Stoss (6564 P-L),3.172005,0.165535,2.56029,124.91826,204.53836,2.6469272,3.6970828,5.64948669,12.5,,,,0.17446298,2063.475013,MBA,MPCLINUX,1954-??-??,18.1
2006111,  6111 Davemckay (1979 SP13),2.4523249,0.1991881,4.01398,95.91628,310.51299,1.963851,2.9407988,3.840389035,12.9,,,,0.25664751,1402.702095,MBA,MPCLINUX,1956-??-??,12.23
2006129,  6129 Demokritos (1989 RB2),2.7929142,0.1687863,6.52781,294.13029,294.99508,2.3215085,3.2643199,4.667610377,12.3,,Ch,,0.21116293,1704.84469,MBA,MPCLINUX,1950-??-??,15.69
2006137,  6137 Johnfletcher (1991 BY),3.219636,0.0640228,15.42011,337.06253,89.34848,3.0135059,3.4257661,5.7772127,11,,,,0.17060585,2110.126939,OMB,MPCLINUX,1956-??-??,28.6
2006150,  6150 Neukum (1980 FR1),3.1506386,0.1415465,3.68293,326.28104,67.56481,2.7046767,3.5966005,5.592501274,12.2,,,,0.17624069,2042.66109,MBA,MPCLINUX,1954-??-??,15.36
2006157,  6157 Prey (1991 RX2),2.4258826,0.084279,3.96906,280.03366,225.36389,2.2214316,2.6303336,3.778443021,13.9,,,,0.26085514,1380.076314,MBA,MPCLINUX,1950-??-??,16.86
2006174,  6174 Polybius (1983 TR2),3.0503998,0.2215133,14.69782,21.69732,301.23963,2.3746957,3.7261039,5.32774391,11.9,,,,0.18499881,1945.958463,MBA,MPCLINUX,1978-??-??,20.61
2006175,  6175 Cori (1983 XW),3.1888838,0.2084051,0.403,35.07901,8.11432,2.5243042,3.8534634,5.694639586,12.6,,,,0.17307966,2079.967109,MBA,MPCLINUX,1953-??-??,11.4
2006187,  6187 (1988 RD5),3.1319869,0.1802247,1.93544,53.11916,327.61595,2.5675255,3.6964483,5.542913714,12.5,,,,0.17781736,2024.549234,MBA,MPCLINUX,1954-??-??,16.94
2006192,  6192 (1990 KB1),2.2930412,0.2657106,10.3289,122.26381,169.0675,1.6837558,2.9023266,3.472369988,12.7,78.85,S,,0.28384829,1268.283138,MBA,MPCLINUX,1976-??-??,7.42
2006205,  6205 Menottigalli (1983 OD),2.3647836,0.2317634,13.79741,131.91249,215.79196,1.8167133,2.9128539,3.636598135,13.7,,,,0.27102975,1328.267469,MBA,MPCLINUX,1983-??-??,7.8
2006222,  6222 (1980 PB3),3.2447243,0.1234442,21.2425,54.42125,129.87961,2.8441819,3.6452667,5.844870755,11.3,,,,0.16863098,2134.839043,OMB,MPCLINUX,1980-??-??,28.85
2006237,  6237 Chikushi (1989 CV),3.9290555,0.0717405,5.36432,25.55058,205.66984,3.6471831,4.2109279,7.788260138,11.5,,,,0.12655282,2844.662015,OMB,MPCLINUX,1955-??-??,37.4
2006255,  6255 Kuma (1994 XT),2.7410793,0.0329869,5.12068,275.40475,191.42677,2.6506596,2.831499,4.538272899,12.5,9.7,,,0.21718092,1657.604176,MBA,MPCLINUX,1975-??-??,22.72
2006279,  6279 (1977 UO5),3.1269074,0.1927798,2.39592,68.31866,355.5851,2.5241028,3.729712,5.529434778,12.4,,,,0.17825082,2019.626053,MBA,MPCLINUX,1950-??-??,16.83
2006295,  6295 Schmoll (1988 CF3),2.3431451,0.1963652,3.23631,333.67974,28.237,1.8830329,2.8032573,3.586798457,13.6,,,,0.27479277,1310.078136,MBA,MPCLINUX,1979-??-??,7.59
2006336,  6336 Dodo (1992 UU),2.4720968,0.0985433,9.50357,24.33779,358.90725,2.2284882,2.7157054,3.886927359,13.5,,,,0.25357466,1419.700218,MBA,MPCLINUX,1953-??-??,18.98
2006340,  6340 Kathmandu (1993 TF2),3.2259511,0.1417814,2.29513,77.90567,70.01111,2.7685712,3.683331,5.794218454,12,,,,0.17010513,2116.33829,OMB,MPCLINUX,1989-??-??,19.97
2006348,  6348 (1995 CH1),2.4507626,0.1360228,4.92945,313.16031,96.74285,2.117403,2.7841222,3.836719711,13.1,,,,0.25689296,1401.361875,MBA,MPCLINUX,1978-??-??,11.84
2006349,  6349 Acapulco (1995 CN1),2.6666708,0.1388804,10.79039,328.13265,236.77212,2.2963225,3.0370191,4.354740744,12,,,,0.22633409,1590.569057,MBA,MPCLINUX,1953-??-??,19.24
2006350,  6350 Schluter (3526 P-L),3.1149327,0.1056439,11.45873,336.30257,48.19378,2.7858591,3.4440063,5.497702157,11.6,,,,0.17927968,2008.035713,MBA,MPCLINUX,1960-??-??,24.56
